Medidas cautelares;Comunidades y ciudades autónomas;Periodo;Total
Atribución, uso y disfrute de la vivienda familiar;Asturias, Principado de;2012;58
Atribución, uso y disfrute de la vivienda familiar;Asturias, Principado de;2011;69
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2023;0
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2022;59
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2021;122
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2020;98
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2019;103
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2018;99
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2017;136
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2016;122
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2015;99
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2014;86
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2013;109
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2012;85
Atribución, uso y disfrute de la vivienda familiar;Balears, Illes;2011;125
Atribución, uso y disfrute de la vivienda familiar;Canarias;2023;2
Atribución, uso y disfrute de la vivienda familiar;Canarias;2022;91
Atribución, uso y disfrute de la vivienda familiar;Canarias;2021;232
Atribución, uso y disfrute de la vivienda familiar;Canarias;2020;197
Atribución, uso y disfrute de la vivienda familiar;Canarias;2019;157
Atribución, uso y disfrute de la vivienda familiar;Canarias;2018;145
Atribución, uso y disfrute de la vivienda familiar;Canarias;2017;118
Atribución, uso y disfrute de la vivienda familiar;Canarias;2016;130
Atribución, uso y disfrute de la vivienda familiar;Canarias;2015;113
Atribución, uso y disfrute de la vivienda familiar;Canarias;2014;106
Atribución, uso y disfrute de la vivienda familiar;Canarias;2013;77
Atribución, uso y disfrute de la vivienda familiar;Canarias;2012;97
Atribución, uso y disfrute de la vivienda familiar;Canarias;2011;107
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2023;0
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2022;23
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2021;41
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2020;41
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2019;41
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2018;63
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2017;52
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2016;72
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2015;43
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2014;59
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2013;43
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2012;42
Atribución, uso y disfrute de la vivienda familiar;Cantabria;2011;59
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2023;3
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2022;79
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2021;191
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2020;224
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2019;217
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2018;174
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2017;174
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2016;166
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2015;193
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2014;196
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2013;202
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2012;198
Atribución, uso y disfrute de la vivienda familiar;Castilla y León;2011;202
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2023;3
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2022;145
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2021;268
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2020;236
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2019;299
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2018;287
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2017;229
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2016;263
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2015;294
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2014;304
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2013;276
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2012;342
Atribución, uso y disfrute de la vivienda familiar;Castilla - La Mancha;2011;324
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2023;4
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2022;220
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2021;386
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2020;455
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2019;442
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2018;457
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2017;417
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2016;377
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2015;380
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2014;329
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2013;423
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2012;523
Atribución, uso y disfrute de la vivienda familiar;Cataluña;2011;584
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2023;3
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2022;346
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2021;674
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2020;695
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2019;730
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2018;704
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2017;578
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2016;579
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2015;659
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2014;591
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2013;592
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2012;654
Atribución, uso y disfrute de la vivienda familiar;Comunitat Valenciana;2011;683
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2023;2
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2022;69
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2021;112
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2020;90
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2019;110
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2018;99
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2017;100
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2016;115
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2015;108
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2014;154
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2013;133
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2012;146
Atribución, uso y disfrute de la vivienda familiar;Extremadura;2011;140
Atribución, uso y disfrute de la vivienda familiar;Galicia;2023;1
Atribución, uso y disfrute de la vivienda familiar;Galicia;2022;74
Atribución, uso y disfrute de la vivienda familiar;Galicia;2021;157
Atribución, uso y disfrute de la vivienda familiar;Galicia;2020;197
Atribución, uso y disfrute de la vivienda familiar;Galicia;2019;178
Atribución, uso y disfrute de la vivienda familiar;Galicia;2018;186
Atribución, uso y disfrute de la vivienda familiar;Galicia;2017;158
Atribución, uso y disfrute de la vivienda familiar;Galicia;2016;157
Atribución, uso y disfrute de la vivienda familiar;Galicia;2015;128
Atribución, uso y disfrute de la vivienda familiar;Galicia;2014;133
Atribución, uso y disfrute de la vivienda familiar;Galicia;2013;145
Atribución, uso y disfrute de la vivienda familiar;Galicia;2012;148
Atribución, uso y disfrute de la vivienda familiar;Galicia;2011;181
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2023;3
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2022;203
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2021;496
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2020;479
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2019;607
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2018;627
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2017;597
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2016;535
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2015;453
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2014;504
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2013;508
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2012;547
Atribución, uso y disfrute de la vivienda familiar;Madrid, Comunidad de;2011;620
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2023;4
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2022;152
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2021;300
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2020;247
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2019;285
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2018;183
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2017;213
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2016;183
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2015;179
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2014;170
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2013;157
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2012;139
Atribución, uso y disfrute de la vivienda familiar;Murcia, Región de;2011;150
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2023;0
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2022;16
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2021;50
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2020;41
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2019;53
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2018;44
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2017;41
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2016;36
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2015;40
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2014;37
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2013;24
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2012;42
Atribución, uso y disfrute de la vivienda familiar;Navarra, Comunidad Foral de;2011;36
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2023;0
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2022;29
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2021;52
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2020;54
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2019;75
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2018;67
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2017;71
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2016;55
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2015;53
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2014;41
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2013;52
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2012;80
Atribución, uso y disfrute de la vivienda familiar;País Vasco;2011;64
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2023;0
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2022;22
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2021;59
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2020;54
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2019;60
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2018;60
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2017;61
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2016;45
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2015;43
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2014;41
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2013;29
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2012;38
Atribución, uso y disfrute de la vivienda familiar;Rioja, La;2011;31
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2023;0
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2022;6
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2021;13
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2020;3
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2019;5
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2018;4
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2017;8
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2016;6
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2015;7
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2014;9
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2013;7
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2012;0
Atribución, uso y disfrute de la vivienda familiar;Ceuta;2011;0
Atribución, uso y disfrute de la vivienda familiar;Melilla;2023;0
Atribución, uso y disfrute de la vivienda familiar;Melilla;2022;13
Atribución, uso y disfrute de la vivienda familiar;Melilla;2021;11
Atribución, uso y disfrute de la vivienda familiar;Melilla;2020;23
Atribución, uso y disfrute de la vivienda familiar;Melilla;2019;12
Atribución, uso y disfrute de la vivienda familiar;Melilla;2018;10
Atribución, uso y disfrute de la vivienda familiar;Melilla;2017;21
Atribución, uso y disfrute de la vivienda familiar;Melilla;2016;4
Atribución, uso y disfrute de la vivienda familiar;Melilla;2015;8
Atribución, uso y disfrute de la vivienda familiar;Melilla;2014;2
Atribución, uso y disfrute de la vivienda familiar;Melilla;2013;2
Atribución, uso y disfrute de la vivienda familiar;Melilla;2012;1
Atribución, uso y disfrute de la vivienda familiar;Melilla;2011;0
Determinación del régimen de comunicación;Total Nacional;2023;241
Determinación del régimen de comunicación;Total Nacional;2022;195
Determinación del régimen de comunicación;Total Nacional;2021;200
Determinación del régimen de comunicación;Total Nacional;2020;202
Determinación del régimen de comunicación;Total Nacional;2019;247
Determinación del régimen de comunicación;Total Nacional;2018;228
Determinación del régimen de comunicación;Total Nacional;2017;210
Determinación del régimen de comunicación;Total Nacional;2016;222
Determinación del régimen de comunicación;Total Nacional;2015;254
Determinación del régimen de comunicación;Total Nacional;2014;263
Determinación del régimen de comunicación;Total Nacional;2013;203
Determinación del régimen de comunicación;Total Nacional;2012;257
Determinación del régimen de comunicación;Total Nacional;2011;361
Determinación del régimen de comunicación;Andalucía;2023;37
Determinación del régimen de comunicación;Andalucía;2022;27
