Penas y medidas;Comunidades y ciudades autónomas;Periodo;Total
Prisión;Galicia;2023;970
Prisión;Galicia;2022;973
Prisión;Galicia;2021;889
Prisión;Galicia;2020;695
Prisión;Galicia;2019;892
Prisión;Galicia;2018;748
Prisión;Galicia;2017;653
Prisión;Galicia;2016;594
Prisión;Galicia;2015;539
Prisión;Madrid, Comunidad de;2023;2.313
Prisión;Madrid, Comunidad de;2022;2.237
Prisión;Madrid, Comunidad de;2021;1.971
Prisión;Madrid, Comunidad de;2020;1.475
Prisión;Madrid, Comunidad de;2019;2.018
Prisión;Madrid, Comunidad de;2018;1.780
Prisión;Madrid, Comunidad de;2017;1.683
Prisión;Madrid, Comunidad de;2016;1.484
Prisión;Madrid, Comunidad de;2015;1.713
Prisión;Murcia, Región de;2023;931
Prisión;Murcia, Región de;2022;759
Prisión;Murcia, Región de;2021;707
Prisión;Murcia, Región de;2020;512
Prisión;Murcia, Región de;2019;553
Prisión;Murcia, Región de;2018;597
Prisión;Murcia, Región de;2017;451
Prisión;Murcia, Región de;2016;459
Prisión;Murcia, Región de;2015;325
Prisión;Navarra, Comunidad Foral de;2023;313
Prisión;Navarra, Comunidad Foral de;2022;448
Prisión;Navarra, Comunidad Foral de;2021;371
Prisión;Navarra, Comunidad Foral de;2020;254
Prisión;Navarra, Comunidad Foral de;2019;340
Prisión;Navarra, Comunidad Foral de;2018;301
Prisión;Navarra, Comunidad Foral de;2017;244
Prisión;Navarra, Comunidad Foral de;2016;209
Prisión;Navarra, Comunidad Foral de;2015;183
Prisión;País Vasco;2023;1.084
Prisión;País Vasco;2022;1.047
Prisión;País Vasco;2021;989
Prisión;País Vasco;2020;701
Prisión;País Vasco;2019;994
Prisión;País Vasco;2018;692
Prisión;País Vasco;2017;627
Prisión;País Vasco;2016;639
Prisión;País Vasco;2015;544
Prisión;Rioja, La;2023;284
Prisión;Rioja, La;2022;254
Prisión;Rioja, La;2021;180
Prisión;Rioja, La;2020;110
Prisión;Rioja, La;2019;166
Prisión;Rioja, La;2018;149
Prisión;Rioja, La;2017;125
Prisión;Rioja, La;2016;101
Prisión;Rioja, La;2015;88
Prisión;Ceuta;2023;104
Prisión;Ceuta;2022;84
Prisión;Ceuta;2021;74
Prisión;Ceuta;2020;60
Prisión;Ceuta;2019;50
Prisión;Ceuta;2018;60
Prisión;Ceuta;2017;61
Prisión;Ceuta;2016;52
Prisión;Ceuta;2015;18
Prisión;Melilla;2023;37
Prisión;Melilla;2022;39
Prisión;Melilla;2021;42
Prisión;Melilla;2020;30
Prisión;Melilla;2019;42
Prisión;Melilla;2018;42
Prisión;Melilla;2017;56
Prisión;Melilla;2016;49
Prisión;Melilla;2015;51
Responsabilidad personal subsidiaria;Total Nacional;2023;80
Responsabilidad personal subsidiaria;Total Nacional;2022;90
Responsabilidad personal subsidiaria;Total Nacional;2021;64
Responsabilidad personal subsidiaria;Total Nacional;2020;29
Responsabilidad personal subsidiaria;Total Nacional;2019;47
Responsabilidad personal subsidiaria;Total Nacional;2018;32
Responsabilidad personal subsidiaria;Total Nacional;2017;23
Responsabilidad personal subsidiaria;Total Nacional;2016;32
Responsabilidad personal subsidiaria;Total Nacional;2015;82
Responsabilidad personal subsidiaria;Andalucía;2023;17
Responsabilidad personal subsidiaria;Andalucía;2022;26
Responsabilidad personal subsidiaria;Andalucía;2021;8
Responsabilidad personal subsidiaria;Andalucía;2020;4
Responsabilidad personal subsidiaria;Andalucía;2019;7
Responsabilidad personal subsidiaria;Andalucía;2018;8
Responsabilidad personal subsidiaria;Andalucía;2017;6
Responsabilidad personal subsidiaria;Andalucía;2016;4
Responsabilidad personal subsidiaria;Andalucía;2015;32
Responsabilidad personal subsidiaria;Aragón;2023;6
Responsabilidad personal subsidiaria;Aragón;2022;3
Responsabilidad personal subsidiaria;Aragón;2021;3
Responsabilidad personal subsidiaria;Aragón;2020;0
Responsabilidad personal subsidiaria;Aragón;2019;3
Responsabilidad personal subsidiaria;Aragón;2018;2
Responsabilidad personal subsidiaria;Aragón;2017;1
Responsabilidad personal subsidiaria;Aragón;2016;0
Responsabilidad personal subsidiaria;Aragón;2015;6
Responsabilidad personal subsidiaria;Asturias, Principado de;2023;5
Responsabilidad personal subsidiaria;Asturias, Principado de;2022;8
Responsabilidad personal subsidiaria;Asturias, Principado de;2021;2
Responsabilidad personal subsidiaria;Asturias, Principado de;2020;3
Responsabilidad personal subsidiaria;Asturias, Principado de;2019;4
Responsabilidad personal subsidiaria;Asturias, Principado de;2018;2
Responsabilidad personal subsidiaria;Asturias, Principado de;2017;1
Responsabilidad personal subsidiaria;Asturias, Principado de;2016;4
Responsabilidad personal subsidiaria;Asturias, Principado de;2015;1
Responsabilidad personal subsidiaria;Balears, Illes;2023;3
Responsabilidad personal subsidiaria;Balears, Illes;2022;3
Responsabilidad personal subsidiaria;Balears, Illes;2021;2
Responsabilidad personal subsidiaria;Balears, Illes;2020;2
Responsabilidad personal subsidiaria;Balears, Illes;2019;0
Responsabilidad personal subsidiaria;Balears, Illes;2018;1
Responsabilidad personal subsidiaria;Balears, Illes;2017;0
Responsabilidad personal subsidiaria;Balears, Illes;2016;1
Responsabilidad personal subsidiaria;Balears, Illes;2015;0
Responsabilidad personal subsidiaria;Canarias;2023;5
Responsabilidad personal subsidiaria;Canarias;2022;1
Responsabilidad personal subsidiaria;Canarias;2021;6
Responsabilidad personal subsidiaria;Canarias;2020;3
Responsabilidad personal subsidiaria;Canarias;2019;2
Responsabilidad personal subsidiaria;Canarias;2018;1
Responsabilidad personal subsidiaria;Canarias;2017;4
Responsabilidad personal subsidiaria;Canarias;2016;2
Responsabilidad personal subsidiaria;Canarias;2015;5
Responsabilidad personal subsidiaria;Cantabria;2023;1
Responsabilidad personal subsidiaria;Cantabria;2022;0
Responsabilidad personal subsidiaria;Cantabria;2021;0
Responsabilidad personal subsidiaria;Cantabria;2020;0
Responsabilidad personal subsidiaria;Cantabria;2019;0
Responsabilidad personal subsidiaria;Cantabria;2018;0
Responsabilidad personal subsidiaria;Cantabria;2017;0
Responsabilidad personal subsidiaria;Cantabria;2016;0
Responsabilidad personal subsidiaria;Cantabria;2015;0
Responsabilidad personal subsidiaria;Castilla y León;2023;8
Responsabilidad personal subsidiaria;Castilla y León;2022;7
Responsabilidad personal subsidiaria;Castilla y León;2021;8
Responsabilidad personal subsidiaria;Castilla y León;2020;3
Responsabilidad personal subsidiaria;Castilla y León;2019;2
Responsabilidad personal subsidiaria;Castilla y León;2018;1
Responsabilidad personal subsidiaria;Castilla y León;2017;1
Responsabilidad personal subsidiaria;Castilla y León;2016;0
Responsabilidad personal subsidiaria;Castilla y León;2015;1
Responsabilidad personal subsidiaria;Castilla - La Mancha;2023;2
Responsabilidad personal subsidiaria;Castilla - La Mancha;2022;1
Responsabilidad personal subsidiaria;Castilla - La Mancha;2021;5
Responsabilidad personal subsidiaria;Castilla - La Mancha;2020;3
Responsabilidad personal subsidiaria;Castilla - La Mancha;2019;0
Responsabilidad personal subsidiaria;Castilla - La Mancha;2018;1
Responsabilidad personal subsidiaria;Castilla - La Mancha;2017;0
Responsabilidad personal subsidiaria;Castilla - La Mancha;2016;1
Responsabilidad personal subsidiaria;Castilla - La Mancha;2015;0
Responsabilidad personal subsidiaria;Cataluña;2023;15
Responsabilidad personal subsidiaria;Cataluña;2022;18
Responsabilidad personal subsidiaria;Cataluña;2021;13
Responsabilidad personal subsidiaria;Cataluña;2020;6
Responsabilidad personal subsidiaria;Cataluña;2019;7
Responsabilidad personal subsidiaria;Cataluña;2018;4
Responsabilidad personal subsidiaria;Cataluña;2017;2
Responsabilidad personal subsidiaria;Cataluña;2016;6
Responsabilidad personal subsidiaria;Cataluña;2015;20
Responsabilidad personal subsidiaria;Comunitat Valenciana;2023;9
Responsabilidad personal subsidiaria;Comunitat Valenciana;2022;11
Responsabilidad personal subsidiaria;Comunitat Valenciana;2021;5
Responsabilidad personal subsidiaria;Comunitat Valenciana;2020;3
Responsabilidad personal subsidiaria;Comunitat Valenciana;2019;10
Responsabilidad personal subsidiaria;Comunitat Valenciana;2018;4
Responsabilidad personal subsidiaria;Comunitat Valenciana;2017;3
Responsabilidad personal subsidiaria;Comunitat Valenciana;2016;3
Responsabilidad personal subsidiaria;Comunitat Valenciana;2015;6
Responsabilidad personal subsidiaria;Extremadura;2023;3
Responsabilidad personal subsidiaria;Extremadura;2022;0
Responsabilidad personal subsidiaria;Extremadura;2021;0
Responsabilidad personal subsidiaria;Extremadura;2020;0
Responsabilidad personal subsidiaria;Extremadura;2019;0
Responsabilidad personal subsidiaria;Extremadura;2018;1
Responsabilidad personal subsidiaria;Extremadura;2017;1
Responsabilidad personal subsidiaria;Extremadura;2016;0
Responsabilidad personal subsidiaria;Extremadura;2015;2
Responsabilidad personal subsidiaria;Galicia;2023;4
Responsabilidad personal subsidiaria;Galicia;2022;2
Responsabilidad personal subsidiaria;Galicia;2021;6
Responsabilidad personal subsidiaria;Galicia;2020;1
Responsabilidad personal subsidiaria;Galicia;2019;5
Responsabilidad personal subsidiaria;Galicia;2018;2
Responsabilidad personal subsidiaria;Galicia;2017;4
Responsabilidad personal subsidiaria;Galicia;2016;4
Responsabilidad personal subsidiaria;Galicia;2015;2
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2023;2
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2022;4
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2021;4
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2020;1
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2019;2
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2018;0
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2017;0
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2016;5
Responsabilidad personal subsidiaria;Madrid, Comunidad de;2015;4
Responsabilidad personal subsidiaria;Murcia, Región de;2023;0
Responsabilidad personal subsidiaria;Murcia, Región de;2022;3
Responsabilidad personal subsidiaria;Murcia, Región de;2021;0
Responsabilidad personal subsidiaria;Murcia, Región de;2020;0
Responsabilidad personal subsidiaria;Murcia, Región de;2019;0
Responsabilidad personal subsidiaria;Murcia, Región de;2018;0
Responsabilidad personal subsidiaria;Murcia, Región de;2017;0
Responsabilidad personal subsidiaria;Murcia, Región de;2016;0
Responsabilidad personal subsidiaria;Murcia, Región de;2015;0
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2023;0
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2022;0
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2021;0
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2020;0
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2019;3
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2018;5
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2017;0
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2016;1
Responsabilidad personal subsidiaria;Navarra, Comunidad Foral de;2015;2
Responsabilidad personal subsidiaria;País Vasco;2023;0
Responsabilidad personal subsidiaria;País Vasco;2022;2
Responsabilidad personal subsidiaria;País Vasco;2021;0
Responsabilidad personal subsidiaria;País Vasco;2020;0
Responsabilidad personal subsidiaria;País Vasco;2019;0
Responsabilidad personal subsidiaria;País Vasco;2018;0
Responsabilidad personal subsidiaria;País Vasco;2017;0
Responsabilidad personal subsidiaria;País Vasco;2016;0
Responsabilidad personal subsidiaria;País Vasco;2015;0
Responsabilidad personal subsidiaria;Rioja, La;2023;0
Responsabilidad personal subsidiaria;Rioja, La;2022;1
Responsabilidad personal subsidiaria;Rioja, La;2021;1
Responsabilidad personal subsidiaria;Rioja, La;2020;0
Responsabilidad personal subsidiaria;Rioja, La;2019;2
Responsabilidad personal subsidiaria;Rioja, La;2018;0
Responsabilidad personal subsidiaria;Rioja, La;2017;0
Responsabilidad personal subsidiaria;Rioja, La;2016;1
Responsabilidad personal subsidiaria;Rioja, La;2015;0
Responsabilidad personal subsidiaria;Ceuta;2023;0
Responsabilidad personal subsidiaria;Ceuta;2022;0
Responsabilidad personal subsidiaria;Ceuta;2021;0
Responsabilidad personal subsidiaria;Ceuta;2020;0
Responsabilidad personal subsidiaria;Ceuta;2019;0
Responsabilidad personal subsidiaria;Ceuta;2018;0
Responsabilidad personal subsidiaria;Ceuta;2017;0
Responsabilidad personal subsidiaria;Ceuta;2016;0
Responsabilidad personal subsidiaria;Ceuta;2015;0
Responsabilidad personal subsidiaria;Melilla;2023;0
Responsabilidad personal subsidiaria;Melilla;2022;0
Responsabilidad personal subsidiaria;Melilla;2021;1
Responsabilidad personal subsidiaria;Melilla;2020;0
Responsabilidad personal subsidiaria;Melilla;2019;0
Responsabilidad personal subsidiaria;Melilla;2018;0
Responsabilidad personal subsidiaria;Melilla;2017;0
Responsabilidad personal subsidiaria;Melilla;2016;0
Responsabilidad personal subsidiaria;Melilla;2015;1
Localización permanente;Total Nacional;2023;3.475
Localización permanente;Total Nacional;2022;3.246
Localización permanente;Total Nacional;2021;3.245
Localización permanente;Total Nacional;2020;2.533
Localización permanente;Total Nacional;2019;2.921
Localización permanente;Total Nacional;2018;2.903
Localización permanente;Total Nacional;2017;2.940
Localización permanente;Total Nacional;2016;2.841
Localización permanente;Total Nacional;2015;3.459
Localización permanente;Andalucía;2023;929
Localización permanente;Andalucía;2022;939
Localización permanente;Andalucía;2021;886
Localización permanente;Andalucía;2020;725
Localización permanente;Andalucía;2019;850
Localización permanente;Andalucía;2018;910
Localización permanente;Andalucía;2017;884
Localización permanente;Andalucía;2016;804
Localización permanente;Andalucía;2015;950
Localización permanente;Aragón;2023;83
Localización permanente;Aragón;2022;80
Localización permanente;Aragón;2021;96
Localización permanente;Aragón;2020;64
Localización permanente;Aragón;2019;80
Localización permanente;Aragón;2018;111
Localización permanente;Aragón;2017;67
Localización permanente;Aragón;2016;58
Localización permanente;Aragón;2015;71
Localización permanente;Asturias, Principado de;2023;38
Localización permanente;Asturias, Principado de;2022;59
Localización permanente;Asturias, Principado de;2021;45
Localización permanente;Asturias, Principado de;2020;43
Localización permanente;Asturias, Principado de;2019;57
Localización permanente;Asturias, Principado de;2018;56
Localización permanente;Asturias, Principado de;2017;43
Localización permanente;Asturias, Principado de;2016;37
Localización permanente;Asturias, Principado de;2015;55
Localización permanente;Balears, Illes;2023;32
Localización permanente;Balears, Illes;2022;42
Localización permanente;Balears, Illes;2021;39
Localización permanente;Balears, Illes;2020;36
Localización permanente;Balears, Illes;2019;45
Localización permanente;Balears, Illes;2018;44
Localización permanente;Balears, Illes;2017;50
Localización permanente;Balears, Illes;2016;61
Localización permanente;Balears, Illes;2015;62
Localización permanente;Canarias;2023;456
Localización permanente;Canarias;2022;374
Localización permanente;Canarias;2021;399
Localización permanente;Canarias;2020;324
Localización permanente;Canarias;2019;322
Localización permanente;Canarias;2018;292
Localización permanente;Canarias;2017;312
Localización permanente;Canarias;2016;283
Localización permanente;Canarias;2015;313
Localización permanente;Cantabria;2023;48
Localización permanente;Cantabria;2022;43
Localización permanente;Cantabria;2021;44
Localización permanente;Cantabria;2020;38
Localización permanente;Cantabria;2019;41
Localización permanente;Cantabria;2018;29
Localización permanente;Cantabria;2017;35
Localización permanente;Cantabria;2016;27
Localización permanente;Cantabria;2015;31
Localización permanente;Castilla y León;2023;139
Localización permanente;Castilla y León;2022;143
Localización permanente;Castilla y León;2021;146
Localización permanente;Castilla y León;2020;96
Localización permanente;Castilla y León;2019;112
Localización permanente;Castilla y León;2018;103
Localización permanente;Castilla y León;2017;96
Localización permanente;Castilla y León;2016;117
Localización permanente;Castilla y León;2015;169
Localización permanente;Castilla - La Mancha;2023;67
Localización permanente;Castilla - La Mancha;2022;90
Localización permanente;Castilla - La Mancha;2021;58
Localización permanente;Castilla - La Mancha;2020;47
Localización permanente;Castilla - La Mancha;2019;59
Localización permanente;Castilla - La Mancha;2018;75
Localización permanente;Castilla - La Mancha;2017;59
Localización permanente;Castilla - La Mancha;2016;61
Localización permanente;Castilla - La Mancha;2015;95
